Text,Sentiment
AAP lets see if we say goodbye to 500 today.,-1
aa Q4 Operational CF declined 209m vs. Q4'11. 18% DECINE. P Spin says it was higher than Q3 2012. note Q3 '12 was 263m less than Q3'11,-1
IG HA SB IEP is Ichan Ent showing interest in the space SO OO OIH CO shows support 90 trading with NG SSN TAT WTI DOW,1
M - the breakout updated,1
"DDS on short radar again, will try if it cant hold 80",-1
"#13for2013 SCA & NKD are champs, both up 50%+ in 2013",1
"Can you say no brainier? ong SBAC stock, 60/80 Feb collar for protection...",1
CS - To those that doubted me; today is you're official break/trigger of H&S pattern - lower prices coming up.,-1
"F, GM, slammed by consumer reports Auto TM, tops again",-1
FT Still buyable here with the rising channel as a stop (69),1
Why would you buy AAP when you can buy CS where the growth is... As AAP sells ipads and Iphones like crazy CS benefits,1
welcome to the TK club,1
NGT GDX GDXJ Short GOD & Miners into FOMC - JPM notes,-1
"ed Weekly Triangle on SNSS,....Net Profit 16,644.00 (9.17%)",-1
I went long on MSFT for this week. I'm still bearish on MSFT but we're in bull market. I'll close out this week,-1
Record-setting jobless claims and dire economic forecasts are giving fresh urgency to the debate over how rapidly câ€¦,-1
"GOOG 1st target on short is around 822, needs to stay below 825",-1
VXY GS just keeps buying ES_F futures contracts with #FED funny money - why fight it?,-1
AAP has come so far that the gap fill at 425 fits the Eiffel tower analogy. Need 2 search Eiffel on my site if don't know what it is?,-1
HES decrease volume now and a red bar will send this back to 57 - 2 points to be made more if goes higher - patience and wait,-1
"SII Sold 1/4 position at 2.09 today..wanted to lighten up on stocks going into the uncertainty this week, its still my largest holding",1
"Green Weekly Triangle on HEK,...Sell Short at 3.96",-1
"Sensex, Nifty Likely To Open Higher",1
BAC going above resistance with some really HEAVY volume today. Should be in everyone's radar.,1
GV nice continuation,1
wow ISG being probed literally lol by regulators,-1
ZN_F ticking up.. I'd be a seller of SDJPY here (*if I weren't already)...,-1
ANY still not done?,1
HSA It always comes Back.....,1
EA if price doesn't hold above 9SMA then 16.71 is the next support.,1
"Class action against DE may be the reason. Search: Mohan, et al. v Dell Inc Case for details.",-1
AAP now 400% (glass ceiling 434.5) rejecting both 434 and now 432.5.,-1
"yea, but CSN in just one in my whole portfolio, when you scale, you always can fix the cost and ending with profits",-1
"CAT added more 82.50 lotto Puts, Trap Door Coming!",-1
"GOOG reminds me so much of AAP in Sept bouncing around the all time high.. no new products on the horizon, time to sell, buy back later",-1
CBMX happened so fast from 3.80 to 3.98 couldnt get ot out quick enough without missing it now back to 3.73 may do another run watching it,1
"BT Cortos en Peabody Energy si cae bajo 25,40. Stop loss 25,76.",-1
BAC Obama is slowing the rally... Ouch !,-1
This is the year of fitness and health apps...the winners will be gynormous and the speculation will run high nke,1
DN will try long over 3.11,1
"AAP Short Setup: A catalyst could counter (whoa, remember AAP catalysts?) but 425 tgt, 435 resis",-1
EXPE looks good for higher prices,1
".user BINGO.Can't consider it a buy (personally) until >470 AND VSB. ntil then, a waste of time trying to game it. AAP",-1
THC from watch list set up well yesterday and today above line - volume 46% of ave full day,1
"CAT Caterpillar Machine etail Sales Drop Accelerates, ed by Asia",-1
"Green Weekly Triangle on AMPE,....Sell Short at 4.15",-1
"Although sounds random, when AA is down on earnings (like this week) SPX down 0.62% next mo.",-1
GG to be delisted soon typicall pump and dump same story over the last few months be careful one day trades over a mil next day ur stuck,-1
PODD breaking out to new 52wk highs from a decent base,1
MGM held this long term resistance: user: MGM Caught in a ange user,-1
VNG was so nice so quick almost too quick but not fast enough nailed 3.10+ sells still holding some looks great -everyone will love it now,1
GAE 1.95 now - 2 is a lock in now!!!!!!!!!!!,1
ridiculous move in nflx. can't believe it's still going too. i'm obviously short. x-(,-1
O orillard option trader buys 5k Puts betting on a 15% down move. A bad earnings omen?,-1
"Standard Chartered must pay Â£20.47 million for violating sanctions imposed by the EU on Russia, U.K. authorities saâ€¦",-1
"India among handful of countries projected to register positive growth rate amid the Covid-19 crisis, says RBI Governor",-1
AAP I would prefer if it hit the bottom early then started the long climb up...,1
DVAX tempted to increase position on Tue,1
ES from watch list also fast move today volume of 77% ave full day as usually tiny volume,1
HEO beautiful flag forming...7 and 10 eventually,1
GOOG is now doomed user is calling it COO! SE SE SE,-1
"TQNT had a great day on Friday. TQNT not only had momentum, it had also strong volume. ong setup.",1
AAP PMI Manufacturing Index ---> In Few minutes...,-1
NVDA breaking 30 min trend,1
ZQK first sign of decreasing volume and 3 (15) minute red bars with catalyst volume - short this back to 5.00 easy,-1
just in case u haven't watching JCP closely. look for the volume spike.,1
reporting that NVDA Tegra 4i should have a solid GP and that the integrated modem should be perform well by launch. Great!,1
Small Businesses Struggle To Pay Wages Amid Coronavirus Lockdown,-1
"G 2.55 is 1st target, above it rip tits.",1
People are way too damn happy about NFX. I wouldn't touch it with a 10 foot stick right now. Needs a serious pullback.,-1
"ANIK trying to head higher, move to 11.90ish poss",1
Joining the party. user: NKE is my only position not ripping today. But it looks ready.,1
Pre-Market osers: DDD DDS DEO DST PSO VXX FXY GSK IO NGG,-1
< Opens door for AAP deal with China Mobile Sad they are building 4G and not TE,1
BBT coiled up after finding support at 50/200 sma's after stress test results. eports on 4/18,1
QCOM Best play on Samsung (Snapdragon) and anti AAP play. Best tech. play too.,1
"Many companies have suspended share-repurchase plans, removing a crucial pillar of support for the stock market durâ€¦",-1
"Just kidding, more legible version. Currently long FS (tweeted on friday)",1
"SSYS under 69, shorted here, 6940 stop",-1
Dennyâ€™s Franchisee Dawn Lafreeda has had to close most of her restaurants and furlough staff; â€˜Itâ€™s heartbreakingâ€™,-1
iberty Media reports increased stake of 50.25% in SII Breakout watch over 3.19,1
AAP Begin to ollover I,-1
AMZN delivering awesomeness every single day. Prime ocks. I am not biased ;-),1
SPX 1464.90 Wave iv would be 20 points lower [1467.00 KEY] ES_F HOD 1460.00 (under neckline 1458.50 very bearish),-1
The big setup for early next week is GNC. It will probably run into earnings as market expects huge numbers. eports Feb 11 (long),1
"DNKN not seeing a lot of talk about this one, but put in another nice day in this steady uptrend",1
AAP will find last break out here before heading lower.,-1
"Buyable when it reclaims 50d, easy move back to 14 F",1
APO Being accumulated. Bounce off critical support and above the 50 day (+20.00) tells me that this now (likely) continues higher.,1
For once the market is making fresh lows and AAP is hold firm.,1
"AAP let's not freak out yet! It needs to take the 50-day MA. ntil then, this move means nothing.",1
SHOT Setups: CF VBD TH CAT PSX DDS TV MSG OC WD,-1
Four Bearish Canaries In the Bullish Coal Mine AAP TIP KOS SPY,-1
HPQ Man these call options are so Cheap!,1
Both GI and have increased in price for 8 of the past 10 years in the Jan to Mar option expiration time frame.,1
SSYS ooks like a buy to me here at 70 going into next week.,1
Out 10% 435 user: I have no idea whats going on so I'm taking profits in the shares I added today... Out another 10% 433.50 AAP,1
"Sensex Falls Over 1,950 Points, Nifty Below 9,400 Amid Coronavirus Fears",-1
ONG CNE at 13.91,-1
BBY Downgraded by GS... SE,-1
I shorted NFX here with a 1.00 stop.,-1
3D Systems Brings Next-Gen Consumer 3D Printing to CES 2013 DDD,1
"Government, RBI Try To Cushion An Economy In Slump Even Before COVID-19",-1
GMC 37 next target on Bailing VOME in next week.,-1
VSAT interesting here. Above .20 could signal attempt at recent highs near 50.,1
G SWHC Market may be figuring out legislation on guns won't pass or be much at all. Shootings? Time to load up.,1
AFFY unbelievable round trip!,1
Way to go! DDD. Seems to have found support from MA(50). p trend continues guys.,1
"HPQ oad every dip, everyone wants in!",1
AMZN covered short +1 now long 267.61,1
"Heard on the Street: Allowing foreign central banks to access the Fedâ€™s repo facilities is effectively cost-free, bâ€¦",-1
AAP sharing where and why I added to short position yesterday VIDEO,-1
who wants to buy NFX for 200 a share? AAP should buy DIS.. BOOM!,1
AAP 65mins Bear Flags,-1
QIK holding below 26.50 makes sense on the short side,-1
CSCO Never mind Crisco - Call her KY for the longs.... 16 target,-1
GOOG november repeat 760 to 660 - good put spec call here,-1
"JBHT short right here, maybe write some MA70 calls if buyers show up before close today",-1
"Based on historical research about GS upgrades/downgrades, K is a short right now after being upgraded from Sell to Neutral. Sell signal.",-1
BAC Home SAles Out VEY GOOD !!!! :),1
"SWI good follow-through to yesterday's bounce from support, ideally would like volume on upside now",1
"So many funds use ESG in their names now, regulators are looking hard at whether the products live up to their billâ€¦",1
WMT want more march calls,1
"Green Weekly Triangle on PBY,....pdating",-1
OWE STOP IN FDX to 96.50.,-1
"ed Weekly Triangle on CB,......Net Profit 1,797.00 (3.44%)",-1
"AAP breaks low from 1/15. I'm just saying, even here, down from 700, I feel there is more stock that can be sold, then money to buy it.",-1
AMN Penny stock alert! This thing will be worth cents before the end of the year.,-1
znga wanna see the 10 day ema cross the 200 SMA for confirmation & entry for a trade,1
CIEN going short in .05 cents.,-1
"me too. yay user: So AAP didn't gap up this morning toward ST upside target (480), but I will take a sudden reversal.",1
EN SHOT 250 41.70,-1
"Green Daily Triangle on MH,....Scaling Down",-1
"RT : This is a really great chart and, perhaps, a hint of good news: How the market reacted 12 months after some of the biggestâ€¦",1
JCC and VNG at 3 right in my wheel house,1
IF DDD XONE SSYS PB and 3D printing are not the next big thing then someone tell me what it is?,1
"CAT Failed at the 200 day MA, watch for the Trap Door to open imo!",-1
OMEX - was on TV tonight show called Silver ush - huge potential check this out -,1
"Since user blog, we've found many #3WeeksTight patterns: TMB, FBHS, EQIX. Find others with his screen",1
"RT : Disney can't pack people into theme parks, cruises and movie theaters for a while. Luckily, it's stream is now a cheap opâ€¦",-1
"PSTI in a consolidation mode, close to triangle breakout & Bollinger bands volatility squeeze",1
"Saudi Arabia is ramping up its oil output, boosting production capacity and hiring new tankers to fight its price wâ€¦",1
"scheplick It's easy to short AMZN - buy an iPad Mini, a tax prep book at Borders and some ackspace time.;-)",-1
PO (specialty chemicals) is slowly approaching new all-time highs,1
ADM 50ma crossing above 200ma,1
"Many Airlines At Brink Of Bankruptcy, Need Government Support: Industry Body",-1
CW long here 3.22,1
AIG in 38.50 w Put target around 37.90,-1
owered stop in DKS to fib level 45.90.,-1
AAP obbers hit Apple Store in Paris. Prefer to take merchendise over cash. Bullish.,1
Watch list stocks that triggered as new buys today included - WNC DGI NTI XAY IF HTA,1
GEO Over 35.60 but it will need good volume,1
AAP Dump in Progress...,-1
AAP No kidding Terranova!,-1
"GOOG both FB and AAP down almost 2%, trap door coming for the GOOG!",-1
AAP doji being put in on 60 min after 7 down candles,1
NFX needs to get over 186 to be considered short term bullish again. I'm bearish,-1
"EON in 2.78, stop 2.74",1
HPQ where do you think that new Mutual Fund money is going???,1
BAC 13 is a coming!,1
RT : SECâ€™s Clayton Signals Sympathy for Pleas of Private Equity-Backed Firms,1
Shorting Delta Airlines in the morning. Flying way too high for its performance - pun intended! DA,-1
WCG Everybody looking for something to buy...basement trade w/fundamentals...,1
"Shorts Tues, most I stalk have 1 - 4 days inside base or bounce after red kicker ACCO BT DMD EY GMX GO HAO NPSP OEH OZM TEO",-1
For financial year 2019-20 if the independent directors of the company are not able to hold even one meeting then i…,-1
